,leading_space_count,table_index,synonym_index,modifies_line,line,synonym_name,affix_type,affix
8508,5,195,1,-1,     RECORD SYNONYM       ADPT8H52                                 VER     1 D  PREFIX AD8H-02-,ADPT8H52,PREFIX,AD8H-02-
8546,5,196,0,-1,     RECORD               ADPT8H-62                                VER     1 D,ADPT8H-62,,
8579,5,196,1,-1,     RECORD SYNONYM       ADPT8H62                                 VER     1 D  PREFIX AD8H-03-,ADPT8H62,PREFIX,AD8H-03-
8617,5,197,0,-1,     RECORD               ADPT8H-72                                VER     1 D,ADPT8H-72,,
8650,5,197,1,-1,     RECORD SYNONYM       ADPT8H72                                 VER     1 D  PREFIX AD8H-04-,ADPT8H72,PREFIX,AD8H-04-
8686,5,198,0,-1,     RECORD               ADPT8H-82                                VER     1 D,ADPT8H-82,,
8721,5,199,0,-1,     RECORD               ADPT8H-92                                VER     1 D,ADPT8H-92,,
8758,5,200,0,-1,     RECORD               ADPT9A-02                                VER     1 D,ADPT9A-02,,
8778,5,201,0,-1,     RECORD               ADS-CURSOR-SELECT-REC-WK                 VER     1 D,ADS-CURSOR-SELECT-REC-WK,,
8783,5,202,0,-1,     RECORD               ADS-ELEM-DEF-REC-WK                      VER     1 D,ADS-ELEM-DEF-REC-WK,,
8788,5,203,0,-1,     RECORD               ADS-ELEM-INFO-WK                         VER     1 D,ADS-ELEM-INFO-WK,,
8792,5,204,0,-1,     RECORD               ADS-ELEM-PIC-REC-WK                      VER     1 D,ADS-ELEM-PIC-REC-WK,,
8803,5,205,0,-1,     RECORD               ADS-ELEM-UDC-REC-WK                      VER     1 D,ADS-ELEM-UDC-REC-WK,,
8811,5,206,0,-1,     RECORD               ADS-IDD-ELEMENTS-WK                      VER     1 D,ADS-IDD-ELEMENTS-WK,,
8824,5,207,0,-1,     RECORD               ADS-SCREEN-ELEMENTS-WK                   VER     1 D,ADS-SCREEN-ELEMENTS-WK,,
8852,5,208,0,-1,     RECORD               ADS-SCREEN-LINES-WK                      VER     1 D,ADS-SCREEN-LINES-WK,,
8859,5,209,0,-1,     RECORD               ADS-WORK-RECORD-WK                       VER     1 D,ADS-WORK-RECORD-WK,,
8885,5,210,0,-1,     RECORD               ADSO-APPL-GENERAL                        VER     1 D,ADSO-APPL-GENERAL,,
8911,5,211,0,-1,     RECORD               ADSO-APPL-GLOBAL-RECS                    VER     1 D,ADSO-APPL-GLOBAL-RECS,,
8925,5,212,0,-1,     RECORD               ADSO-APPL-RESPONSE                       VER     1 D,ADSO-APPL-RESPONSE,,
8935,5,213,0,-1,     RECORD               ADSO-APPL-SECURITY                       VER     1 D,ADSO-APPL-SECURITY,,
8960,5,214,0,-1,     RECORD               ADSO-APPL-TASK-CODES                     VER     1 D,ADSO-APPL-TASK-CODES,,
8971,5,215,0,-1,     RECORD               ADSO-APPLICATION-GLOBAL-RECORD           VER     1 D,ADSO-APPLICATION-GLOBAL-RECORD,,
9349,5,216,0,-1,     RECORD               ADSO-APPLICATION-MENU-RECORD             VER     1 D,ADSO-APPLICATION-MENU-RECORD,,
9379,5,217,0,-1,     RECORD               ADSO-FUNC-GENERAL                        VER     1 D,ADSO-FUNC-GENERAL,,
9428,5,218,0,-1,     RECORD               ADSO-FUNC-MENU-HDR                       VER     1 D,ADSO-FUNC-MENU-HDR,,
9438,5,219,0,-1,     RECORD               ADSO-SQLPROC-COM-AREA                    VER     1 D,ADSO-SQLPROC-COM-AREA,,
9453,5,220,0,-1,     RECORD               ADSO-STAT-DEF-REC                        VER     1 D,ADSO-STAT-DEF-REC,,
11086,5,221,0,-1,     RECORD               ADSOAFNC-MAP                             VER     1 D,ADSOAFNC-MAP,,
11104,5,222,0,-1,     RECORD               ADSOAGWK                                 VER     1 D,ADSOAGWK,,
11149,5,223,0,-1,     RECORD               ADSOAMEN-MAP                             VER     1 D,ADSOAMEN-MAP,,
11186,5,224,0,-1,     RECORD               ADSOAMRS-MAP                             VER     1 D,ADSOAMRS-MAP,,
11196,5,224,1,-1,     RECORD SYNONYM       ADSOAMRS                                 VER     1 D,ADSOAMRS,,
11209,5,225,0,-1,     RECORD               ADSOAMWK                                 VER     1 D,ADSOAMWK,,
11230,5,226,0,-1,     RECORD               ADSOANRS-LOC                             VER     1 D,ADSOANRS-LOC,,
11238,5,227,0,-1,     RECORD               ADSOANRS-MAP                             VER     1 D,ADSOANRS-MAP,,
11334,5,227,1,-1,     RECORD SYNONYM       ADSOANRS                                 VER     1 D,ADSOANRS,,
11433,5,228,0,-1,     RECORD               ADSOAPLD-MAP                             VER     1 D,ADSOAPLD-MAP,,
11450,5,229,0,-1,     RECORD               ADSOAREC-MAP                             VER     1 D,ADSOAREC-MAP,,
11461,5,230,0,-1,     RECORD               ADSOARSP-MAP                             VER     1 D,ADSOARSP-MAP,,
11477,5,230,1,-1,     RECORD SYNONYM       ADSOARSP                                 VER     1 D,ADSOARSP,,
11496,5,231,0,-1,     RECORD               ADSOASEC-MAP                             VER     1 D,ADSOASEC-MAP,,
11515,5,232,0,-1,     RECORD               ADSOATSK-MAP                             VER     1 D,ADSOATSK-MAP,,
11526,5,233,0,-1,     RECORD               ADSOATWK                                 VER     1 D,ADSOATWK,,
11554,5,234,0,-1,     RECORD               ADSOAUNI-MAP                             VER     1 D,ADSOAUNI-MAP,,
11580,5,234,1,-1,     RECORD SYNONYM       ADSOAUNI                                 VER     1 D,ADSOAUNI,,
11609,5,235,0,-1,     RECORD               ADSOAWRK                                 VER     1 D,ADSOAWRK,,
12054,5,235,1,-1,     RECORD SYNONYM       ADSOAWRK                                 VER     2 D,ADSOAWRK,,
12502,5,236,0,-1,     RECORD               ADSORHLP                                 VER     1 D,ADSORHLP,,
12526,5,237,0,-1,     RECORD               ADTIAI-LNKG-RCRD                         VER     1 D,ADTIAI-LNKG-RCRD,,
12546,5,238,0,-1,     RECORD               ADTU3I-01                                VER     1 D  SUFFIX -3I01,ADTU3I-01,SUFFIX,-3I01
12570,5,239,0,-1,     RECORD               ADTU7I-01                                VER     1 D  SUFFIX -7I01,ADTU7I-01,SUFFIX,-7I01
12597,5,240,0,-1,     RECORD               AFMS-CLIENT-EXTRCT-RCRD                  VER     1 D  SUFFIX -AFMS,AFMS-CLIENT-EXTRCT-RCRD,SUFFIX,-AFMS
12669,5,241,0,-1,     RECORD               AFMS-COMMON-LOAN-RCRD                    VER     1 D  SUFFIX -AFMS,AFMS-COMMON-LOAN-RCRD,SUFFIX,-AFMS
12699,5,242,0,-1,     RECORD               AFMS-FP-LOAN-DATA                        VER     1 D  SUFFIX -FP-AFMS,AFMS-FP-LOAN-DATA,SUFFIX,-FP-AFMS
12750,5,243,0,-1,     RECORD               AFMS-OBLGN-RCRD                          VER     1 D  SUFFIX -AFMS,AFMS-OBLGN-RCRD,SUFFIX,-AFMS
12763,5,244,0,-1,     RECORD               AFMS-OFC-SLCTN-RCRD                      VER     1 D,AFMS-OFC-SLCTN-RCRD,,
12775,5,245,0,-1,     RECORD               AFMS-RH-LOAN-DATA                        VER     1 D  SUFFIX -AFMS,AFMS-RH-LOAN-DATA,SUFFIX,-AFMS
12807,5,246,0,-1,     RECORD               AFMS-RH-OBLGN-DATA                       VER     1 D  SUFFIX -AFMS,AFMS-RH-OBLGN-DATA,SUFFIX,-AFMS
12822,5,247,0,-1,     RECORD               ALL-CONTROL                              VER     1 D,ALL-CONTROL,,
12887,5,248,0,-1,     RECORD               ALLOT-SORT-WK                            VER     1 D  SUFFIX -WK,ALLOT-SORT-WK,SUFFIX,-WK
12920,5,249,0,-1,     RECORD               ALLOTMENT-DECODE-TABLE                   VER     1 D  PREFIX W060-,ALLOTMENT-DECODE-TABLE,PREFIX,W060-
13015,5,250,0,-1,     RECORD               ALOTDSCP                                 VER     1 S  PREFIX D057-,ALOTDSCP,PREFIX,D057-
13077,5,251,0,-1,     RECORD               ALOTDSCP                                 VER     2 D  PREFIX D057-,ALOTDSCP,PREFIX,D057-
13104,5,252,0,-1,     RECORD               ALOTHIST                                 VER     1 S  PREFIX D090-,ALOTHIST,PREFIX,D090-
13130,5,253,0,-1,     RECORD               ALOTHIST                                 VER     2 D,ALOTHIST,,
13148,5,254,0,-1,     RECORD               ALOTMT                                   VER     2 D  PREFIX D003-,ALOTMT,PREFIX,D003-
13254,5,255,0,-1,     RECORD               ALOTMT                                   VER     3 D  PREFIX D003-,ALOTMT,PREFIX,D003-
13367,5,256,0,-1,     RECORD               ALOTMT                                   VER     4 S  PREFIX D003-,ALOTMT,PREFIX,D003-
13531,5,257,0,-1,     RECORD               ALOTMT                                   VER     5 S  PREFIX D003-,ALOTMT,PREFIX,D003-
13686,5,258,0,-1,     RECORD               ALPHAREF                                 VER     1 S  PREFIX D085-,ALPHAREF,PREFIX,D085-
13707,5,259,0,-1,     RECORD               ALTMADJ                                  VER     2 D,ALTMADJ,,
13748,5,260,0,-1,     RECORD               ALTMADJ-RCRD                             VER     1 D,ALTMADJ-RCRD,,
13789,5,261,0,-1,     RECORD               ALTMT-KEY-RCRD                           VER     1 D  PREFIX W849-,ALTMT-KEY-RCRD,PREFIX,W849-
13813,5,262,0,-1,     RECORD               ALTMT-LDGR-ADJMT                         VER     1 D  SUFFIX -AL,ALTMT-LDGR-ADJMT,SUFFIX,-AL
13854,5,263,0,-1,     RECORD               ALTMT-LDGR-ADJMT-MSG-RCRD                VER     1 D,ALTMT-LDGR-ADJMT-MSG-RCRD,,
13866,5,264,0,-1,     RECORD               ALTMT-LDGR-ADJMT-NEW                     VER     1 D  SUFFIX -AL,ALTMT-LDGR-ADJMT-NEW,SUFFIX,-AL
13926,5,265,0,-1,     RECORD               ALTMT-TRNSCTN-RCRD                       VER     1 D  PREFIX X003-,ALTMT-TRNSCTN-RCRD,PREFIX,X003-
13977,5,266,0,-1,     RECORD               ALTMT-TRNSCTN-RCRD                       VER     4 D  PREFIX X003-,ALTMT-TRNSCTN-RCRD,PREFIX,X003-
14028,5,267,0,-1,     RECORD               ALTMT-TRNSCTN-RCRD                       VER     8 D  PREFIX X003-,ALTMT-TRNSCTN-RCRD,PREFIX,X003-
14068,5,268,0,-1,     RECORD               AMAS-PASSED-DATA-RCRD                    VER     1 D  PREFIX W900-,AMAS-PASSED-DATA-RCRD,PREFIX,W900-
14077,5,269,0,-1,     RECORD               AMAS-PLAS-CR-SALE-RCRD                   VER     1 D  PREFIX W989-,AMAS-PLAS-CR-SALE-RCRD,PREFIX,W989-
14122,5,270,0,-1,     RECORD               AMAS-PREFERENCE-RCRD                     VER     1 D,AMAS-PREFERENCE-RCRD,,
14330,5,271,0,-1,     RECORD               AMAS-RCRD                                VER     1 D  SUFFIX -AMAS,AMAS-RCRD,SUFFIX,-AMAS
14362,5,272,0,-1,     RECORD               AMORTN-DETL-QUEUE-RCRD                   VER     1 D,AMORTN-DETL-QUEUE-RCRD,,
14373,5,273,0,-1,     RECORD               ANGELA                                   VER     1 D,ANGELA,,
14562,5,274,0,-1,     RECORD               ANL-STMT-PROC-RCRD                       VER     1 D  PREFIX X039-,ANL-STMT-PROC-RCRD,PREFIX,X039-
14578,5,275,0,-1,     RECORD               ANN-INT-CR-WK                            VER     1 D  SUFFIX -W2,ANN-INT-CR-WK,SUFFIX,-W2
14624,5,276,0,-1,     RECORD               ANN-INT-CR-WK-1                          VER     1 D  SUFFIX -W2,ANN-INT-CR-WK-1,SUFFIX,-W2
14682,5,277,0,-1,     RECORD               APENDHDR                                 VER     1 S  PREFIX D061-,APENDHDR,PREFIX,D061-
14738,5,278,0,-1,     RECORD               APENDHDR                                 VER     2 D  PREFIX D061-,APENDHDR,PREFIX,D061-
14766,5,279,0,-1,     RECORD               APENDTL                                  VER     1 S  PREFIX D062-,APENDTL,PREFIX,D062-
14813,5,280,0,-1,     RECORD               APENDTL                                  VER     2 D  PREFIX D062-,APENDTL,PREFIX,D062-
14832,5,281,0,-1,     RECORD               APPEAL                                   VER     3 S  SUFFIX -4620,APPEAL,SUFFIX,-4620
14998,5,282,0,-1,     RECORD               APPLCMT                                  VER     1 S  SUFFIX -4625,APPLCMT,SUFFIX,-4625
15013,5,283,0,-1,     RECORD               APPLCNT                                  VER     3 D  PREFIX D210-,APPLCNT,PREFIX,D210-
15070,5,284,0,-1,     RECORD               APPLCNT                                  VER     4 S  PREFIX D210-,APPLCNT,PREFIX,D210-
15135,5,285,0,-1,     RECORD               APPLCNT                                  VER     5 S  PREFIX D210-,APPLCNT,PREFIX,D210-
15215,5,286,0,-1,     RECORD               APPLCTN-MNTRG                            VER     4 D,APPLCTN-MNTRG,,
15254,5,287,0,-1,     RECORD               APPLCTN-MNTRG                            VER     5 S,APPLCTN-MNTRG,,
15295,5,288,0,-1,     RECORD               APPLICATION-INTERFACE-RECORD             VER     1 D,APPLICATION-INTERFACE-RECORD,,
15460,5,289,0,-1,     RECORD               APPROP-ACCTG-WORK-RCRD                   VER     1 D  SUFFIX -AB,APPROP-ACCTG-WORK-RCRD,SUFFIX,-AB
15478,5,290,0,-1,     RECORD               APROP-ACCTG-TEST-RCRD                    VER     1 D  SUFFIX -AAA,APROP-ACCTG-TEST-RCRD,SUFFIX,-AAA
15508,5,291,0,-1,     RECORD               APROP-ACCTG-WORK-RCRD                    VER     1 D  SUFFIX -AA,APROP-ACCTG-WORK-RCRD,SUFFIX,-AA
15555,5,292,0,-1,     RECORD               APROPTN                                  VER     1 S  PREFIX D001-,APROPTN,PREFIX,D001-
15606,5,293,0,-1,     RECORD               APROPTN                                  VER     2 D  PREFIX D001-,APROPTN,PREFIX,D001-
15630,5,294,0,-1,     RECORD               APROPTN-ACCTG-UPDT-RCRD                  VER     1 D  SUFFIX -UP,APROPTN-ACCTG-UPDT-RCRD,SUFFIX,-UP
15661,5,295,0,-1,     RECORD               APROPTN-ACCTG-WORK-RCRD                  VER     1 D  SUFFIX -AA,APROPTN-ACCTG-WORK-RCRD,SUFFIX,-AA
15717,5,296,0,-1,     RECORD               APROPTN-DLOSS                            VER     1 D  SUFFIX -PC,APROPTN-DLOSS,SUFFIX,-PC
15753,5,297,0,-1,     RECORD               APROPTN-EDIT-RECORD                      VER     1 D,APROPTN-EDIT-RECORD,,
15768,5,298,0,-1,     RECORD               APROPTN-GL-RCRD                          VER     1 D,APROPTN-GL-RCRD,,
15793,5,299,0,-1,     RECORD               APROPTN-GLOVA-EXPND-RCRD                 VER     1 D  SUFFIX -LK,APROPTN-GLOVA-EXPND-RCRD,SUFFIX,-LK
15818,5,300,0,-1,     RECORD               APROPTN-GLOVA-RCRD                       VER     1 D  SUFFIX -LK,APROPTN-GLOVA-RCRD,SUFFIX,-LK
15842,5,301,0,-1,     RECORD               APROPTN-MAP-RCRD                         VER     1 D,APROPTN-MAP-RCRD,,
15907,5,302,0,-1,     RECORD               APROPTN-MAP-REC                          VER     1 D  PREFIX W001-,APROPTN-MAP-REC,PREFIX,W001-
15973,5,303,0,-1,     RECORD               APROPTN-SUB-TTL-RCRD                     VER     1 D  SUFFIX -ZZ,APROPTN-SUB-TTL-RCRD,SUFFIX,-ZZ
15980,5,304,0,-1,     RECORD               APROPTN-TRNSCTN-RCRD                     VER     1 D  PREFIX X001-,APROPTN-TRNSCTN-RCRD,PREFIX,X001-
16005,5,305,0,-1,     RECORD               APROPTN-WORK-REC                         VER     1 D  PREFIX W002-,APROPTN-WORK-REC,PREFIX,W002-
16082,5,306,0,-1,     RECORD               APRTNMT                                  VER     1 S  PREFIX D002-,APRTNMT,PREFIX,D002-
16139,5,307,0,-1,     RECORD               APRTNMT                                  VER     2 D  PREFIX D002-,APRTNMT,PREFIX,D002-
16178,5,308,0,-1,     RECORD               APRTNMT                                  VER     3 D  PREFIX D002-,APRTNMT,PREFIX,D002-
16223,5,309,0,-1,     RECORD               APRTNMT                                  VER     4 S  PREFIX D002-,APRTNMT,PREFIX,D002-
16271,5,310,0,-1,     RECORD               APRTNMT-MAP-REC                          VER     1 D  PREFIX W003-,APRTNMT-MAP-REC,PREFIX,W003-
16332,5,311,0,-1,     RECORD               APRTNMT-MAP-REC                          VER     4 D  PREFIX W003-,APRTNMT-MAP-REC,PREFIX,W003-
16388,5,312,0,-1,     RECORD               APRTNMT-TRNSCTN-RCRD                     VER     1 D  PREFIX X002-,APRTNMT-TRNSCTN-RCRD,PREFIX,X002-
16430,5,312,1,-1,     RECORD SYNONYM       ALTMT-TRNSCTN-RCRD D                     VER     1 D  PREFIX X002-,ALTMT-TRNSCTN-RCRD D,PREFIX,X002-
16472,5,313,0,-1,     RECORD               ARCHIST                                  VER     2 D  PREFIX D028-,ARCHIST,PREFIX,D028-
16519,5,314,0,-1,     RECORD               ARCHIST                                  VER     3 S  PREFIX D028-,ARCHIST,PREFIX,D028-
16576,5,315,0,-1,     RECORD               ARCHIVE-AMAS-RCRD                        VER     1 D  PREFIX AR01-,ARCHIVE-AMAS-RCRD,PREFIX,AR01-
16593,5,316,0,-1,     RECORD               AREA-COD                                 VER     1 D,AREA-COD,,
16600,5,317,0,-1,     RECORD               AREA-CTL-R                               VER     1 D,AREA-CTL-R,,
16604,5,317,1,-1,     RECORD SYNONYM       AREA-CTL                                 VER     1 D  PREFIX N085-,AREA-CTL,PREFIX,N085-
16613,5,318,0,-1,     RECORD               AREAOFC                                  VER     2 S  SUFFIX -4605,AREAOFC,SUFFIX,-4605
16652,5,319,0,-1,     RECORD               ASSTNC-RATE-RCRD                         VER     1 D,ASSTNC-RATE-RCRD,,
